  0.00000000E+00 -0.63931541E+00
  0.10444840E-01 -0.63906554E+00
  0.20889680E-01 -0.63831610E+00
  0.31334520E-01 -0.63706761E+00
  0.41779360E-01 -0.63532094E+00
  0.52224200E-01 -0.63307731E+00
  0.62669040E-01 -0.63033829E+00
  0.73113880E-01 -0.62710583E+00
  0.83558720E-01 -0.62338222E+00
  0.94003560E-01 -0.61917014E+00
  0.10444840E+00 -0.61447265E+00
  0.11489324E+00 -0.60929322E+00
  0.12533808E+00 -0.60363570E+00
  0.13578292E+00 -0.59750438E+00
  0.14622776E+00 -0.59090400E+00
  0.15667260E+00 -0.58383973E+00
  0.16711744E+00 -0.57631726E+00
  0.17756228E+00 -0.56834275E+00
  0.18800712E+00 -0.55992292E+00
  0.19845196E+00 -0.55106505E+00
  0.20889680E+00 -0.54177702E+00
  0.21934164E+00 -0.53206738E+00
  0.22978648E+00 -0.52194537E+00
  0.24023132E+00 -0.51142099E+00
  0.25067616E+00 -0.50050505E+00
  0.26112100E+00 -0.48920928E+00
  0.27156584E+00 -0.47754638E+00
  0.28201068E+00 -0.46553013E+00
  0.29245552E+00 -0.45317553E+00
  0.30290036E+00 -0.44049888E+00
  0.31334520E+00 -0.42751799E+00
  0.32379004E+00 -0.41425231E+00
  0.33423488E+00 -0.40072317E+00
  0.34467972E+00 -0.38695401E+00
  0.35512456E+00 -0.37297065E+00
  0.36556940E+00 -0.35880162E+00
  0.37601424E+00 -0.34447855E+00
  0.38645908E+00 -0.33003663E+00
  0.39690392E+00 -0.31551511E+00
  0.40734876E+00 -0.30095792E+00
  0.41779360E+00 -0.28641440E+00
  0.42823844E+00 -0.27194013E+00
  0.43868328E+00 -0.25759785E+00
  0.44912812E+00 -0.24345860E+00
  0.45957296E+00 -0.22960288E+00
  0.47001780E+00 -0.21612200E+00
  0.48046264E+00 -0.20311940E+00
  0.49090748E+00 -0.19071197E+00
  0.50135232E+00 -0.17903110E+00
  0.51179716E+00 -0.16822326E+00
  0.52224200E+00 -0.15844973E+00
  0.53268684E+00 -0.14988499E+00
  0.54313168E+00 -0.14271330E+00
  0.55357652E+00 -0.13712300E+00
  0.56402136E+00 -0.13329839E+00
  0.57446620E+00 -0.13140953E+00
  0.58491104E+00 -0.13160089E+00
  0.59535588E+00 -0.13398046E+00
  0.60580072E+00 -0.13861094E+00
  0.61624556E+00 -0.14550468E+00
  0.62669040E+00 -0.15462276E+00
  0.63713524E+00 -0.16587815E+00
  0.64758008E+00 -0.17914196E+00
  0.65802492E+00 -0.19425171E+00
  0.66846976E+00 -0.21102039E+00
  0.67891460E+00 -0.22924558E+00
  0.68935944E+00 -0.24871778E+00
  0.69980428E+00 -0.26922751E+00
  0.71024912E+00 -0.29057106E+00
  0.72069396E+00 -0.31255461E+00
  0.73113880E+00 -0.33499696E+00
  0.74158364E+00 -0.35773104E+00
  0.75202848E+00 -0.38060441E+00
  0.76247332E+00 -0.40347908E+00
  0.77291816E+00 -0.42623087E+00
  0.78336300E+00 -0.44874839E+00
  0.79380784E+00 -0.47093201E+00
  0.80425268E+00 -0.49269265E+00
  0.81469752E+00 -0.51395076E+00
  0.82514236E+00 -0.53463520E+00
  0.83558720E+00 -0.55468233E+00
  0.84603204E+00 -0.57403515E+00
  0.85647688E+00 -0.59264254E+00
  0.86692172E+00 -0.61045861E+00
  0.87736656E+00 -0.62744212E+00
  0.88781140E+00 -0.64355602E+00
  0.89825624E+00 -0.65876698E+00
  0.90870108E+00 -0.67304502E+00
  0.91914592E+00 -0.68636328E+00
  0.92959076E+00 -0.69869766E+00
  0.94003560E+00 -0.71002665E+00
  0.95048044E+00 -0.72033113E+00
  0.96092529E+00 -0.72959419E+00
  0.97137013E+00 -0.73780103E+00
  0.98181497E+00 -0.74493882E+00
  0.99225981E+00 -0.75099661E+00
  0.10027046E+01 -0.75596524E+00
  0.10131495E+01 -0.75983732E+00
  0.10235943E+01 -0.76260715E+00
  0.10340392E+01 -0.76427065E+00
  0.10445081E+01 -0.76482542E+00
  0.10549771E+01 -0.76439267E+00
  0.10654460E+01 -0.76309507E+00
