 written on 23Sep2023 at 22:00:23 
           5
         601
    3    2    1    1    2    2    1    1    1    1    1    2    2    1    1
    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1
    1    1    1    1    2    2    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    2    2    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    2    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    2    3    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    3    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    3    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    3    2
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    2    2    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    2    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    2    2    1    1    1
    1    1    1    1    1    1    1    1    2    2    1    1    1    1    1
    1    1    1    2    2    1    1    1    1    1    2    2    1    1    2
    3
  -16   -8    0    1    1   -0.000001   -0.000000
  -16   -8    0    2    1    0.000000    0.000000
  -16   -8    0    3    1   -0.000000   -0.000000
  -16   -8    0    4    1   -0.000000   -0.000000
  -16   -8    0    5    1    0.000000    0.000000
  -16   -8    0    1    2    0.000000   -0.000000
  -16   -8    0    2    2    0.000001    0.000000
  -16   -8    0    3    2    0.000000   -0.000000
  -16   -8    0    4    2    0.000000   -0.000000
  -16   -8    0    5    2   -0.000000    0.000000
  -16   -8    0    1    3   -0.000000    0.000000
  -16   -8    0    2    3    0.000000    0.000000
  -16   -8    0    3    3    0.000001    0.000000
  -16   -8    0    4    3   -0.000000   -0.000000
  -16   -8    0    5    3   -0.000000   -0.000000
  -16   -8    0    1    4   -0.000000    0.000000
  -16   -8    0    2    4    0.000000    0.000000
  -16   -8    0    3    4   -0.000000    0.000000
  -16   -8    0    4    4   -0.000000   -0.000000
  -16   -8    0    5    4   -0.000000    0.000000
  -16   -8    0    1    5    0.000000   -0.000000
  -16   -8    0    2    5   -0.000000   -0.000000
  -16   -8    0    3    5   -0.000000    0.000000
  -16   -8    0    4    5   -0.000000   -0.000000
  -16   -8    0    5    5   -0.000000    0.000000
  -15   -9    0    1    1    0.000001    0.000000
  -15   -9    0    2    1   -0.000000   -0.000000
  -15   -9    0    3    1    0.000000   -0.000000
  -15   -9    0    4    1   -0.000000   -0.000000
  -15   -9    0    5    1    0.000000   -0.000000
  -15   -9    0    1    2   -0.000000    0.000000
  -15   -9    0    2    2    0.000001   -0.000000
  -15   -9    0    3    2    0.000000   -0.000000
  -15   -9    0    4    2    0.000000    0.000000
  -15   -9    0    5    2   -0.000000    0.000000
  -15   -9    0    1    3    0.000000    0.000000
  -15   -9    0    2    3    0.000000    0.000000
  -15   -9    0    3    3    0.000001    0.000000
  -15   -9    0    4    3   -0.000000   -0.000000
  -15   -9    0    5    3    0.000000    0.000000
  -15   -9    0    1    4   -0.000000    0.000000
  -15   -9    0    2    4    0.000000   -0.000000
  -15   -9    0    3    4   -0.000000    0.000000
  -15   -9    0    4    4    0.000001    0.000000
  -15   -9    0    5    4   -0.000000    0.000000
  -15   -9    0    1    5    0.000000    0.000000
  -15   -9    0    2    5   -0.000000   -0.000000
  -15   -9    0    3    5    0.000000   -0.000000
  -15   -9    0    4    5   -0.000000   -0.000000
  -15   -9    0    5    5    0.000001   -0.000000
  -15   -8    0    1    1   -0.000000    0.000000
  -15   -8    0    2    1    0.000000   -0.000000
