#  E (eV)   dosup(E)     dosdw(E)   Int dos(E) EFermi =    5.703 eV
 -83.921  0.0000E+00  0.0000E+00  0.0000E+00
 -83.911  0.0000E+00  0.0000E+00  0.1000E+01
 -83.901  0.0000E+00  0.0000E+00  0.1000E+01
 -83.891  0.0000E+00  0.0000E+00  0.1000E+01
 -83.881  0.0000E+00  0.0000E+00  0.1000E+01
 -83.871  0.0000E+00  0.0000E+00  0.1000E+01
 -83.861  0.0000E+00  0.0000E+00  0.1000E+01
 -83.851  0.0000E+00  0.0000E+00  0.1000E+01
 -83.841  0.0000E+00  0.0000E+00  0.1000E+01
 -83.831  0.0000E+00  0.0000E+00  0.1000E+01
 -83.821  0.0000E+00  0.0000E+00  0.1000E+01
 -83.811  0.0000E+00  0.0000E+00  0.1000E+01
 -83.801  0.0000E+00  0.0000E+00  0.1000E+01
 -83.791  0.0000E+00  0.0000E+00  0.1000E+01
 -83.781  0.0000E+00  0.0000E+00  0.1000E+01
 -83.771  0.0000E+00  0.0000E+00  0.1000E+01
 -83.761  0.0000E+00  0.0000E+00  0.1000E+01
 -83.751  0.0000E+00  0.0000E+00  0.1000E+01
 -83.741  0.0000E+00  0.0000E+00  0.1000E+01
 -83.731  0.0000E+00  0.0000E+00  0.1000E+01
 -83.721  0.0000E+00  0.0000E+00  0.1000E+01
 -83.711  0.0000E+00  0.0000E+00  0.1000E+01
 -83.701  0.0000E+00  0.0000E+00  0.1000E+01
 -83.691  0.0000E+00  0.0000E+00  0.1000E+01
 -83.681  0.0000E+00  0.0000E+00  0.1000E+01
 -83.671  0.0000E+00  0.0000E+00  0.1000E+01
 -83.661  0.0000E+00  0.0000E+00  0.1000E+01
 -83.651  0.0000E+00  0.0000E+00  0.1000E+01
 -83.641  0.0000E+00  0.0000E+00  0.1000E+01
 -83.631  0.0000E+00  0.0000E+00  0.1000E+01
 -83.621  0.0000E+00  0.0000E+00  0.1000E+01
 -83.611  0.0000E+00  0.0000E+00  0.1000E+01
 -83.601  0.0000E+00  0.0000E+00  0.1000E+01
 -83.591  0.0000E+00  0.0000E+00  0.1000E+01
 -83.581  0.0000E+00  0.0000E+00  0.1000E+01
 -83.571  0.0000E+00  0.0000E+00  0.1000E+01
 -83.561  0.0000E+00  0.0000E+00  0.1000E+01
 -83.551  0.0000E+00  0.0000E+00  0.1000E+01
 -83.541  0.0000E+00  0.0000E+00  0.1000E+01
 -83.531  0.0000E+00  0.0000E+00  0.1000E+01
 -83.521  0.0000E+00  0.0000E+00  0.1000E+01
 -83.511  0.0000E+00  0.0000E+00  0.1000E+01
 -83.501  0.0000E+00  0.0000E+00  0.1000E+01
 -83.491  0.0000E+00  0.0000E+00  0.1000E+01
 -83.481  0.0000E+00  0.0000E+00  0.1000E+01
 -83.471  0.0000E+00  0.0000E+00  0.1000E+01
 -83.461  0.0000E+00  0.0000E+00  0.1000E+01
 -83.451  0.0000E+00  0.0000E+00  0.1000E+01
 -83.441  0.0000E+00  0.0000E+00  0.1000E+01
 -83.431  0.0000E+00  0.0000E+00  0.1000E+01
 -83.421  0.0000E+00  0.0000E+00  0.1000E+01
 -83.411  0.0000E+00  0.0000E+00  0.1000E+01
 -83.401  0.0000E+00  0.0000E+00  0.1000E+01
 -83.391  0.0000E+00  0.0000E+00  0.1000E+01
 -83.381  0.0000E+00  0.0000E+00  0.1000E+01
 -83.371  0.0000E+00  0.0000E+00  0.1000E+01
 -83.361  0.0000E+00  0.0000E+00  0.1000E+01
 -83.351  0.0000E+00  0.0000E+00  0.1000E+01
 -83.341  0.0000E+00  0.0000E+00  0.1000E+01
 -83.331  0.0000E+00  0.0000E+00  0.1000E+01
 -83.321  0.0000E+00  0.0000E+00  0.1000E+01
 -83.311  0.0000E+00  0.0000E+00  0.1000E+01
 -83.301  0.0000E+00  0.0000E+00  0.1000E+01
 -83.291  0.0000E+00  0.0000E+00  0.1000E+01
 -83.281  0.0000E+00  0.0000E+00  0.1000E+01
 -83.271  0.0000E+00  0.0000E+00  0.1000E+01
 -83.261  0.0000E+00  0.0000E+00  0.1000E+01
 -83.251  0.0000E+00  0.0000E+00  0.1000E+01
 -83.241  0.0000E+00  0.0000E+00  0.1000E+01
 -83.231  0.0000E+00  0.0000E+00  0.1000E+01
 -83.221  0.0000E+00  0.0000E+00  0.1000E+01
 -83.211  0.0000E+00  0.0000E+00  0.1000E+01
 -83.201  0.0000E+00  0.0000E+00  0.1000E+01
 -83.191  0.0000E+00  0.0000E+00  0.1000E+01
 -83.181  0.0000E+00  0.0000E+00  0.1000E+01
 -83.171  0.0000E+00  0.0000E+00  0.1000E+01
 -83.161  0.0000E+00  0.0000E+00  0.1000E+01
 -83.151  0.0000E+00  0.0000E+00  0.1000E+01
 -83.141  0.0000E+00  0.0000E+00  0.1000E+01
 -83.131  0.0000E+00  0.0000E+00  0.1000E+01
 -83.121  0.0000E+00  0.0000E+00  0.1000E+01
 -83.111  0.0000E+00  0.0000E+00  0.1000E+01
 -83.101  0.0000E+00  0.0000E+00  0.1000E+01
 -83.091  0.0000E+00  0.0000E+00  0.1000E+01
 -83.081  0.0000E+00  0.0000E+00  0.1000E+01
 -83.071  0.0000E+00  0.0000E+00  0.1000E+01
 -83.061  0.0000E+00  0.0000E+00  0.1000E+01
 -83.051  0.0000E+00  0.0000E+00  0.1000E+01
 -83.041  0.0000E+00  0.0000E+00  0.1000E+01
 -83.031  0.0000E+00  0.0000E+00  0.1000E+01
 -83.021  0.0000E+00  0.0000E+00  0.1000E+01
